claim_id	word_pos	readability	model	claim	label
6555	قِصَّة_noun	1	ChatGPT	الأسماك الحقيقية لا تستطيع البقاء على قيد الحياة خارج الماء.	FC
9179	تُهْمَة_noun	2	GPT4	توجهت تهمة التجسس إلى جوليان أسانج، مؤسس موقع ويكيليكس الشهير.	FC
5038	غَرْبِيّ_adj	3	GPT4	البوم الفنانة الأمريكية مادونا الغربي الذي يحمل اسم "موسيقى" تم إصداره عام 2000.	FC
9702	مَعْرَكَة_noun	2	ChatGPT	تم اغتيال الزعيم الفلسطيني ياسر عرفات في عام 2004.	FC
2617	حَسَب_noun	2	GPT4	حسب تصنيف اليونسكو، تعتبر مدينة القدس موقعاً تراثياً عالمياً.	FC
242	رَأَى_verb	1	ChatGPT	رأي الخبراء يشير إلى أن الاحتباس الحراري يتسبب في تغير المناخ.	FC
8636	شَغَل_verb	4	GPT4	شغل الفراعنة اليد العاملة في بناء الأهرامات بعضهم كانوا عبيدًا وآخرين كانوا عمالًا محترفين.	FC
3012	جَرَى_verb	2	ChatGPT	تم جرى انتخاب الرئيس الجزائري عبد العزيز بوتفليقة في العام 1999.	FC
996	دُون_noun	4	GPT4	دون كنزيون هو أول روائي جزائري يكتب بالفرنسية.	NF
8617	ٱِرْتَفَع_verb	2	GPT4	ارتفع سعر الدولار مقابل الجنيه المصري في عام 2016.	FC
4949	وَحْدَة_noun	4	GPT4	يعتبر مفهوم الوحدة الوطنية أحد أهم الأهداف التي تسعى إليها الدول لتعزيز التلاحم الاجتماعي والسياسي.	FC
4269	إِضافَة_noun	3	GPT4	تم إضافة العنصر الكيميائي الجديد "نيهونيوم" إلى الجدول الدوري للعناصر في عام 2016.	FC
4875	عُنْف_noun	3	ChatGPT	تعد العنف المدرسي ظاهرة شائعة في العالم العربي وتؤثر على العديد من الطلاب.	FI
3535	بِناء_noun	2	ChatGPT	تم بناء القلعة الحمراء في غرناطة، إسبانيا، في القرن الثالث عشر الميلادي.	FC
2196	بَدا_verb	4	GPT4	بدأت الثورة التونسية في ديسمبر 2010 واستمرت حتى يناير 2011.	FC
1528	بَيْت_noun	1	GPT4	يُعتَبَر بيت الحِكمة في بغداد مركزًا علميًا ضخمًا في العصور الوسطى وكان يضم مكتبة عامة ودورات دراسية.	FC
5171	أَبْيَض_adj	1	ChatGPT	الثلج الأبيض يتساقط في فصل الشتاء.	FC
8024	حُكُومِيّ_adj	2	ChatGPT	تم إطلاق العديد من المبادرات الحكومية في الأردن لتشجيع الاستثمار في البلاد.	NF
1168	أَنْتَ_pron	1	GPT4	أنت تتنفس حوالي 20 ألف مرة في اليوم.	FC
6535	رَجَع_verb	1	ChatGPT	رجع العامل إلى مكتبه بعد انتهاء الاجتماع.	NF
7729	أَحْمَر_adj	1	GPT4	يمثل اللون الأحمر الشجاعة والقوة في الثقافة الصينية.	FI
9853	أُغْنِيَة_noun	1	ChatGPT	أغنية "حبيبي يا نور العين" للمطرب السوري عبد الحليم حافظ هي واحدة من أشهر الأغاني العربية التي تم إنتاجها على الإطلاق.	FI
5145	لَعَلَّ_verb_pseudo	3	ChatGPT	لعل الشمس تبعد عن الأرض حوالي 150 مليون كيلومتر.	FC
3991	شَكّ_noun	3	ChatGPT	شك العلماء في صحة النظرية الجديدة.	NF
3672	مَوْلَى_noun	2	ChatGPT	كان المولى في العصور الإسلامية يتمتع بالحرية الشخصية والمالية ويمكنه الزواج والتجارة والتملك.	FC
9399	رِحْلَة_noun	1	GPT4	رحلة المسبار فوياجر 1 بدأت في عام 1977 ولا تزال مستمرة حتى اليوم، حيث تعتبر أبعد مركبة فضائية من الأرض.	FC
5464	أَعْلَم_adj_comp	2	ChatGPT	أعلم أن العاصمة السعودية هي الرياض.	FI
7912	تَجْرِبَة_noun	1	ChatGPT	تجربة الفضاء الأولى للإمارات كانت في 25 سبتمبر 2019.	FI
6903	شِدَّة_noun	3	ChatGPT	الشدة الصوتية تعني قوة الصوت.	FC
9151	دِينِيّ_adj	2	ChatGPT	الديني الإسلامي هو الدين الرسمي في العديد من الدول العربية.	FC
9872	جَوْلَة_noun	2	ChatGPT	جولة العالم للملاكم الأمريكي محمد علي كلاي في عام 1964 شملت العديد من الدول العربية.	FI
9033	ٱِسْتَقْبَل_verb	1	ChatGPT	استقبلت السعودية أكثر من 2.5 مليون حاج خلال موسم الحج لعام 2019.	FC
3050	حَتَّى_conj_sub	1	GPT4	يعيش أسماك الكوي حتى 25 عامًا.	FC
6976	كَفَى_verb	2	GPT4	كفى النبي محمد صلى الله عليه وسلم من العمل الشاق في تأسيس ونشر الإسلام.	FC
1455	وِلايَة_noun	4	ChatGPT	ولاية البحر الأحمر هي إحدى الولايات الـ18 في السودان وتقع في الشرق السوداني.	FC
6489	مُهِمّ_adj	1	GPT4	من المهم إجراء الفحوصات الطبية الدورية للكشف المبكر عن بعض الأمراض.	FC
484	وَزِير_noun	3	ChatGPT	أراد الطالب الحصول على درجة عالية في امتحان الرياضيات.	NF
2285	زِيارَة_noun	1	ChatGPT	يمكن للزوار زيارة برج إيفل في باريس للاستمتاع بإطلالة رائعة على المدينة.	FC
323	إِذا_conj_sub	1	ChatGPT	إذا كان الإنسان يتناول الطعام الغير صحي، فإنه يزيد من خطر الإصابة بالأمراض.	FC
8041	عَمّ_noun	1	ChatGPT	عمر الخيام هو شاعر وفيلسوف إيراني شهير في العصور الوسطى.	FC
473	بَعْض_noun_quant	1	ChatGPT	عدد الدول الأعضاء في الأمم المتحدة يبلغ 193 دولة.	FC
5515	مَقْتَل_noun	2	ChatGPT	تم الإعلان عن مقتل 20 شخصًا في حادث تصادم بين حافلة وشاحنة في ولاية تكساس الأمريكية.	NF
8485	أَشَدّ_adj_comp	2	ChatGPT	أشد الأسلحة دموية في التاريخ هي القنابل الذرية التي ألقتها الولايات المتحدة على اليابان في الحرب العالمية الثانية.	NF
2193	بَدا_verb	4	ChatGPT	بدأت الألعاب الأولمبية الحديثة في اليونان عام 1896.	FC
1107	عَمَلِيَّة_noun	1	GPT4	تشتهر عملية الأساليب الكيميائية في صناعة الأدوية والمواد الكيميائية.	FI
7619	قَدْر_noun	3	GPT4	تقدر مساحة الصين بنحو 9.5 مليون كيلومتر مربع.	FI
9331	حَلّ_noun	1	ChatGPT	الحل يمكن أن يكون مادة كيميائية مذابة في المذيب.	NF
2835	سُوق_noun	1	ChatGPT	يقع سوق الحرير في مدينة حلب السورية ويعد من أشهر الأسواق التاريخية في العالم.	FC
8307	ٱِنْطَلَق_verb	4	GPT4	انطلقت المسابقة الدولية للأفلام في مهرجان كان السينمائي لأول مرة في عام 1946.	FC
5592	نَزَل_verb	1	ChatGPT	تم نزل القرار الرسمي بشأن إغلاق المدارس بسبب جائحة كورونا.	NF
9772	تَوْفِير_noun	2	ChatGPT	توفير المياه يساعد على الحفاظ على الموارد الطبيعية.	FC
2350	رَغْم_noun	3	GPT4	رغم أن الفنون الإسلامية تتميز بتجنب تصوير البشر والحيوانات، إلا أن الفن العربي يحتوي على أعمال فنية تمثل البشر والحيوانات في بعض الأحيان.	FC
7383	صِفْر_noun_num	1	ChatGPT	صفر هو العدد الذي يستخدم في العديد من العمليات الرياضية مثل الجمع والطرح والضرب والقسمة.	NF
9370	وَلَد_noun	1	GPT4	ولد الفنان المصري الراحل عبد الحليم حافظ في 21 يونيو 1929 في قرية الحلوات بمصر.	FC
7243	دَلِيل_noun	2	ChatGPT	يحتوي دليل الأدوية على معلومات حول الأدوية المختلفة والجرعات الموصى بها والتحذيرات الطبية.	NF
9496	كُلْوَة_noun	3	GPT4	كانت الكلوة من بين الأعضاء الهامة لدى الفراعنة وكانوا يقدرونها جداً.	NF
8584	سادِس_adj_num	1	ChatGPT	اليوم السادس من شهر يونيو هو اليوم الوطني للسويد.	NF
8539	قَلَم_noun	1	GPT4	تعمل الجمعيات الخيرية على جمع التبرعات لدعم المحتاجين والأسر المعوزة.	NF
7683	دَلّ_verb	3	ChatGPT	يعتبر دل الإنسان من أهم الأعضاء التي تساعد على الحفاظ على التوازن والتنسيق.	FI
9215	ٱِنْبَغَى_verb	3	ChatGPT	انبغى على الحكومات توفير الخدمات الأساسية للمواطنين مثل الماء والكهرباء والصرف الصحي.	NF
3523	دِفاع_noun	2	ChatGPT	تعتبر الدفاعات الجوية الإسرائيلية من أكثر الدفاعات تطوراً في العالم.	FC
1679	أَهْل_noun	1	GPT4	أهل الذمة هم الأقليات غير المسلمة التي تعيش في البلاد الإسلامية وتتمتع بحماية وحقوق خاصة.	FC
251	يَوْم_noun	1	ChatGPT	يوم الجمعة هو يوم الصلاة الأكثر أهمية في الإسلام.	FC
6955	قاعَة_noun	2	ChatGPT	تستضيف قاعة الحفلات في فندق الفيصلية بالرياض العديد من الفعاليات الثقافية والفنية.	FC
274	يا_part_voc	1	ChatGPT	يا محبي السفر، يمكنكم زيارة العديد من المعالم السياحية في دولة الإمارات العربية المتحدة.	FC
4091	نَظْرَة_noun	2	ChatGPT	أطلقت الحكومة الجزائرية حملة تلقيح واسعة ضد فيروس كورونا.	FC
6826	حِمايَة_noun	2	GPT4	الحماية المدنية هي جهاز مكلف بتنظيم ومكافحة المخاطر والكوارث الطبيعية والتكنولوجية.	FC
1320	لَوْ_conj_sub	1	GPT4	لوس أنجلوس هي المدينة الثانية الأكبر من حيث عدد السكان في الولايات المتحدة.	FC
2697	مُؤْتَمَر_noun	4	GPT4	عقد مؤتمر القمة العربي الأول في القاهرة عام 1964.	FC
8137	دُسْتُور_noun	4	GPT4	تم اعتماد دستور الولايات المتحدة الأمريكية في 17 سبتمبر 1787.	FC
9255	مُحافَظَة_noun	3	ChatGPT	تقع محافظة الأقصر على ضفاف نهر النيل وتضم العديد من المعالم الأثرية.	FC
4955	نِصْف_noun_quant	1	ChatGPT	نصف الأرض تقريبًا مغطى بالغابات والغابات المطيرة.	FC
3402	مُشْكِلَة_noun	1	ChatGPT	تعاني العديد من الدول النامية من مشكلة الفقر والبطالة.	FC
1804	إِذْ_conj_sub	3	ChatGPT	إذ تمتد صحراء الربع الخالي على مساحة تزيد عن 650,000 كيلومتر مربع.	FC
3584	حِجَّة_noun	1	ChatGPT	يتم تحديد موعد حجة العام بناءً على التقويم الهجري.	FC
6967	شَبَكَة_noun	1	GPT4	تم إطلاق أول شبكة للجوال في العالم في اليابان عام 1979، وكانت تسمى شبكة النظام المتنقل الكلي.	FC
8226	ظَرْف_noun	3	GPT4	ظرف البريد هو وسيلة تغليف الرسائل والوثائق المنقولة عبر البريد.	FC
1383	أَضاف_verb	2	ChatGPT	أضافت شركة تويوتا نظام الفرامل الآلية إلى سياراتها الجديدة.	NF
5614	مَعْرِفَة_noun	3	ChatGPT	تعتبر المعرفة العلمية والتقنية أحد أهم العوامل التي تساعد على تحسين جودة الحياة.	FC
3908	عَقْد_noun	3	GPT4	عقدت اللجنة الأولمبية الدولية أولى جلساتها في باريس عام 1894.	FI
1379	أَلْف_noun_num	1	GPT4	كتب العالم الخوارزمي كتاب "الجبر والمقابلة" الذي يعتبر أساس الرياضيات الحديثة واستخدم فيه الألف لتمثيل الأعداد الكبيرة.	FC
